Unique Id,DIST
52008,0.0
52009,0.0
52010,0.0
52011,0.0
52012,0.0
52013,0.0
52014,0.0
52015,0.0
52016,0.0
52017,0.0
52018,0.0
82008,0.0
82009,0.0
82010,0.9
82011,0.0
82012,0.0
82013,0.0
82014,0.0
82015,0.0
82016,0.0
82017,0.0
82018,0.0
132008,0.0
132009,0.4
132010,0.0
132011,0.0
132012,0.0
132013,0.0
132014,0.2
132015,0.0
132016,0.0
132017,0.0
132018,0.0
152008,0.0
152009,0.0
152010,0.0
152011,0.0
152012,0.0
152013,0.0
152014,0.0
152015,0.0
152016,0.0
152017,0.0
202008,0.0
202009,0.0
202010,0.0
202011,0.0
202012,0.0
202013,0.0
202014,0.0
202015,0.0
202016,0.0
202017,0.1
202018,0.0
222008,0.0
222009,0.0
222010,0.5
222011,0.0
222012,0.0
222013,0.0
222014,0.0
222015,0.0
222016,0.0
222017,0.0
222018,0.0
232008,0.0
232009,0.0
232010,0.0
232011,0.0
232012,0.1
232013,0.0
232014,0.0
232015,0.0
232016,0.0
232017,0.0
232018,0.0
432300000000,0.0
432300000000,0.0
432300000000,0.0
432300000000,0.0
432300000000,0.3
432300000000,0.0
432300000000,0.0
432300000000,0.0
432300000000,0.0
432300000000,0.0
432300000000,0.0
433586000000,0.0
433586000000,0.0
433586000000,0.0
433586000000,0.0
433586000000,0.0
433586000000,0.0
433586000000,0.0
1316240000000,0.0
1316240000000,0.0
1316240000000,0.0
1316240000000,0.0
1316240000000,0.0
1316240000000,0.0
1316240000000,0.0
1316240000000,0.0
1316240000000,0.0
1316240000000,0.0
1316240000000,0.0
1413390000000,0.0
1413390000000,0.1
1413390000000,0.0
1413390000000,0.0
1413390000000,0.0
1413390000000,0.0
1413390000000,0.0
1413390000000,0.0
1413390000000,0.0
1413390000000,0.0
1413390000000,0.0
1416420000000,0.0
1416420000000,0.0
1416420000000,0.0
1416420000000,0.0
1416420000000,0.4
1416420000000,0.0
1416420000000,0.1
1416420000000,0.0
1416420000000,0.0
1416420000000,0.0
1416780000000,0.0
1416780000000,0.0
1416780000000,0.2
1416780000000,0.0
1416780000000,0.0
1416780000000,0.0
1416780000000,0.0
1416780000000,0.0
1416780000000,0.0
1416780000000,0.0
1416780000000,0.0
2011060000000,0.0
2011060000000,0.0
2011060000000,0.0
2011060000000,0.0
2011060000000,0.1
2011060000000,0.1
2011060000000,0.0
2011060000000,0.0
2011060000000,0.0
2011060000000,0.0
2011060000000,0.0
2225950000000,0.0
2225950000000,0.0
2225950000000,0.0
2225950000000,0.8
2225950000000,0.0
2225950000000,0.0
2225950000000,0.0
2225950000000,0.0
2225950000000,0.0
2225950000000,0.0
2225950000000,0.0
2228620000000,0.0
2228620000000,0.2
2228620000000,0.0
2228620000000,0.0
2228620000000,0.0
2228620000000,0.0
2228620000000,0.0
2228620000000,0.0
2228620000000,0.0
2228620000000,0.0
2228620000000,0.1
2370640000000,0.0
2373790000000,0.0
2373790000000,0.0
2373790000000,0.0
2373790000000,0.0
2373790000000,0.0
2373790000000,0.0
2373790000000,0.0
2373790000000,0.0
2373790000000,0.0
2373790000000,0.0
2373790000000,0.0
2514240000000,0.0
2514240000000,0.0
2514240000000,0.0
2514240000000,0.0
2514240000000,0.0
2514240000000,0.0
2514240000000,0.0
2514240000000,0.0
2514240000000,0.0
2514240000000,0.0
2514240000000,0.0
2515220000000,0.0
2515220000000,0.0
2515220000000,0.1
2515220000000,0.0
2515220000000,0.0
2515220000000,0.0
